date,time,booking_id,booking_status,customer_id,vehicle_type,pickup_location,drop_location,v_tat,c_tat,canceled_rides_by_customer,canceled_rides_by_driver,incomplete_rides,incomplete_rides_reason,booking_value,payment_method,ride_distance,driver_ratings,customer_rating,vehicle_images,unnamed:_20
2024-07-05 05:07:00,5:07:00,CNR9464678541,Success,CID183420,Mini,Vijayanagar,Hebbal,35.0,140.0,,,No,,182,Cash,37,4.2,3.3,#NAME?,
2024-07-16 05:25:00,5:25:00,CNR4260523467,Success,CID145802,Mini,Chickpet,Ramamurthy Nagar,161.0,25.0,,,No,,329,Cash,4,4.2,4.4,#NAME?,
2024-07-09 03:40:00,3:40:00,CNR6403385683,Canceled By Customer,CID497942,Bike,Peenya,Sarjapur Road,,,Change of plans,,,,773,,0,,,#NAME?,
2024-07-13 09:34:00,9:34:00,CNR7814938683,Driver Not Found,CID372236,Prime Plus,Rt Nagar,Kadugodi,,,,,,,327,,0,,,#NAME?,
2024-07-13 12:45:00,12:45:00,CNR1712617455,Success,CID621187,Prime Sedan,Hebbal,Vijayanagar,91.0,90.0,,,No,,2014,Upi,14,4.6,3.5,#NAME?,
2024-07-18 15:47:00,15:47:00,CNR8920430538,Success,CID146801,Auto,Langford Town,Majestic,224.0,55.0,,,No,,389,Cash,19,4.1,4.9,#NAME?,
2024-07-21 04:15:00,4:15:00,CNR8841115671,Success,CID652560,Bike,Shivajinagar,Rt Nagar,98.0,80.0,,,No,,282,Cash,29,3.6,3.7,#NAME?,
2024-07-28 18:42:00,18:42:00,CNR4144729650,Success,CID882238,Ebike,Rt Nagar,Indiranagar,133.0,80.0,,,No,,399,Cash,16,3.4,3.2,#NAME?,
2024-07-02 21:19:00,21:19:00,CNR6364213258,Success,CID534706,Bike,Cox Town,Kengeri,175.0,25.0,,,No,,492,Credit Card,2,4.2,4.5,#NAME?,
2024-07-10 17:13:00,17:13:00,CNR6380779912,Success,CID106014,Prime Suv,Koramangala,Electronic City,77.0,110.0,,,No,,2831,Upi,47,4.6,4.8,#NAME?,
2024-07-04 11:30:00,11:30:00,CNR8293602916,Canceled By Customer,CID330543,Mini,Hosur Road,Bellandur,,,Driver is not moving towards pickup location,,,,727,,0,,,#NAME?,
2024-07-30 04:39:00,4:39:00,CNR7353679246,Success,CID262588,Prime Sedan,Mg Road,Tumkur Road,266.0,100.0,,,No,,121,Upi,31,3.9,4.2,#NAME?,
2024-07-03 19:31:00,19:31:00,CNR2146557832,Success,CID628398,Auto,Rajajinagar,Ulsoor,210.0,40.0,,,No,,1840,Cash,16,4.4,3.8,#NAME?,
2024-07-12 04:15:00,4:15:00,CNR9974484741,Success,CID607398,Ebike,Kadugodi,Kengeri,266.0,70.0,,,No,,160,Cash,18,4.5,4.0,#NAME?,
2024-07-03 11:30:00,11:30:00,CNR5750959004,Success,CID794165,Prime Suv,Hsr Layout,Btm Layout,42.0,95.0,,,No,,684,Upi,26,5.0,4.0,#NAME?,
2024-07-26 05:05:00,5:05:00,CNR4140489225,Success,CID408864,Mini,Sahakar Nagar,Langford Town,133.0,35.0,,,No,,476,Cash,25,3.6,3.5,#NAME?,
2024-07-08 23:29:00,23:29:00,CNR3159364886,Success,CID774645,Bike,Mg Road,Richmond Town,245.0,55.0,,,Yes,Other Issue,807,Upi,3,4.3,3.4,#NAME?,
2024-07-27 15:16:00,15:16:00,CNR1706788157,Success,CID232373,Auto,Padmanabhanagar,Basavanagudi,245.0,95.0,,,No,,265,Cash,1,4.5,4.5,#NAME?,
2024-07-23 23:37:00,23:37:00,CNR9729764088,Success,CID836674,Prime Suv,Shivajinagar,Varthur,182.0,105.0,,,No,,223,Cash,26,3.4,3.8,#NAME?,
2024-07-13 07:15:00,7:15:00,CNR3421104979,Success,CID807988,Prime Suv,Devanahalli,Yeshwanthpur,63.0,65.0,,,No,,2502,Cash,17,3.7,3.0,#NAME?,
2024-07-07 15:08:00,15:08:00,CNR3618379292,Canceled By Customer,CID930302,Bike,Whitefield,Hsr Layout,,,Driver is not moving towards pickup location,,,,336,,0,,,#NAME?,
2024-07-01 10:55:00,10:55:00,CNR1546777623,Canceled By Driver,CID184392,Bike,Marathahalli,Hosur Road,,,,Customer related issue,,,137,,0,,,#NAME?,
2024-07-11 17:06:00,17:06:00,CNR5188104114,Canceled By Driver,CID781548,Prime Plus,Marathahalli,Hsr Layout,,,,Customer related issue,,,133,,0,,,#NAME?,
2024-07-24 08:12:00,8:12:00,CNR4857234799,Canceled By Driver,CID667125,Auto,Indiranagar,Nagarbhavi,,,,More than permitted people in there,,,522,,0,,,#NAME?,
2024-07-03 02:20:00,2:20:00,CNR4214533446,Success,CID827077,Prime Sedan,Kammanahalli,Kadugodi,91.0,145.0,,,No,,131,Cash,44,4.2,4.2,#NAME?,
2024-07-02 02:21:00,2:21:00,CNR7300374393,Success,CID785764,Prime Plus,Jayanagar,Malleshwaram,238.0,80.0,,,No,,832,Upi,36,4.1,4.6,#NAME?,
2024-07-23 20:45:00,20:45:00,CNR4890691509,Canceled By Customer,CID697811,Mini,Sahakar Nagar,Padmanabhanagar,,,Driver is not moving towards pickup location,,,,1302,,0,,,#NAME?,
2024-07-01 04:18:00,4:18:00,CNR6901751755,Canceled By Driver,CID556928,Prime Sedan,Bellandur,Langford Town,,,,Customer related issue,,,454,,0,,,#NAME?,
2024-07-15 13:21:00,13:21:00,CNR5205634299,Success,CID141631,Auto,Langford Town,Sarjapur Road,77.0,115.0,,,No,,330,Upi,19,4.4,4.5,#NAME?,
2024-07-26 17:30:00,17:30:00,CNR6590762339,Success,CID883008,Ebike,Malleshwaram,Chamarajpet,63.0,25.0,,,No,,293,Cash,24,3.8,3.1,#NAME?,
2024-07-11 18:58:00,18:58:00,CNR9674154203,Driver Not Found,CID411848,Bike,Sahakar Nagar,Mg Road,,,,,,,132,,0,,,#NAME?,
2024-07-07 16:00:00,16:00:00,CNR1534193305,Success,CID788797,Prime Sedan,Kammanahalli,Chickpet,77.0,120.0,,,No,,388,Cash,48,4.6,3.2,#NAME?,
2024-07-14 10:31:00,10:31:00,CNR4411487644,Driver Not Found,CID504198,Auto,Jayanagar,Banashankari,,,,,,,206,,0,,,#NAME?,
2024-07-19 06:13:00,6:13:00,CNR3606043825,Success,CID637535,Prime Sedan,Whitefield,Bannerghatta Road,231.0,130.0,,,No,,347,Cash,5,3.6,3.2,#NAME?,
2024-07-06 07:07:00,7:07:00,CNR2392401040,Canceled By Customer,CID889976,Ebike,Richmond Town,Vijayanagar,,,Driver is not moving towards pickup location,,,,357,,0,,,#NAME?,
2024-07-10 06:31:00,6:31:00,CNR2080883589,Success,CID942571,Prime Suv,Magadi Road,Nagarbhavi,175.0,35.0,,,No,,132,Upi,35,3.5,3.7,#NAME?,
2024-07-03 05:26:00,5:26:00,CNR6324229338,Success,CID309850,Prime Suv,Richmond Town,Kr Puram,245.0,75.0,,,No,,235,Cash,14,4.4,4.2,#NAME?,
2024-07-11 03:27:00,3:27:00,CNR3227543701,Success,CID565080,Mini,Ramamurthy Nagar,Ulsoor,280.0,125.0,,,No,,685,Cash,20,3.5,3.2,#NAME?,
2024-07-20 01:16:00,1:16:00,CNR7913744835,Driver Not Found,CID174810,Auto,Chickpet,Majestic,,,,,,,447,,0,,,#NAME?,
2024-07-12 11:23:00,11:23:00,CNR9277043549,Driver Not Found,CID825092,Prime Suv,Vijayanagar,Cox Town,,,,,,,2164,,0,,,#NAME?,
2024-07-14 11:00:00,11:00:00,CNR8250194343,Canceled By Driver,CID966843,Prime Plus,Malleshwaram,Varthur,,,,Personal & Car related issue,,,569,,0,,,#NAME?,
2024-07-27 22:40:00,22:40:00,CNR8196586408,Success,CID503641,Ebike,Ulsoor,Devanahalli,161.0,30.0,,,No,,616,Cash,6,4.7,5.0,#NAME?,
2024-07-18 08:25:00,8:25:00,CNR2756747829,Driver Not Found,CID318748,Bike,Sarjapur Road,Kr Puram,,,,,,,144,,0,,,#NAME?,
2024-07-28 14:17:00,14:17:00,CNR5418361098,Success,CID871466,Bike,Shantinagar,Devanahalli,112.0,80.0,,,Yes,Customer Demand,309,Upi,21,3.4,4.4,#NAME?,
2024-07-29 16:03:00,16:03:00,CNR1233339240,Success,CID191750,Auto,Peenya,Chickpet,126.0,65.0,,,No,,756,Cash,17,3.8,4.0,#NAME?,
2024-07-23 19:35:00,19:35:00,CNR8214388305,Canceled By Driver,CID848481,Ebike,Chickpet,Yelahanka,,,,Personal & Car related issue,,,2897,,0,,,#NAME?,
2024-07-01 02:55:00,2:55:00,CNR1812589665,Success,CID354932,Ebike,Kr Puram,Rajarajeshwari Nagar,105.0,40.0,,,No,,1134,Cash,13,3.1,4.6,#NAME?,
2024-07-04 14:30:00,14:30:00,CNR3723057445,Canceled By Customer,CID628888,Prime Suv,Basavanagudi,Tumkur Road,,,Driver asked to cancel,,,,485,,0,,,#NAME?,
2024-07-07 04:03:00,4:03:00,CNR7472625477,Success,CID204888,Bike,Jp Nagar,Jp Nagar,273.0,70.0,,,No,,2530,Cash,26,3.7,4.5,#NAME?,
2024-07-22 02:07:00,2:07:00,CNR8411142564,Driver Not Found,CID939774,Ebike,Kengeri,Shivajinagar,,,,,,,483,,0,,,#NAME?,
2024-07-25 07:06:00,7:06:00,CNR9662810137,Canceled By Driver,CID891431,Mini,Richmond Town,Koramangala,,,,Customer was coughing/sick,,,2543,,0,,,#NAME?,
2024-07-29 07:37:00,7:37:00,CNR5096952654,Driver Not Found,CID168768,Bike,Hulimavu,Majestic,,,,,,,458,,0,,,#NAME?,
2024-07-23 14:06:00,14:06:00,CNR5545242025,Success,CID800589,Prime Suv,Majestic,Malleshwaram,56.0,35.0,,,No,,368,Credit Card,20,3.3,3.9,#NAME?,
2024-07-16 17:52:00,17:52:00,CNR2742896161,Success,CID364339,Ebike,Rajajinagar,Sahakar Nagar,210.0,125.0,,,No,,624,Cash,27,3.3,4.7,#NAME?,
2024-07-05 17:02:00,17:02:00,CNR7179865067,Canceled By Driver,CID623335,Prime Suv,Indiranagar,Kammanahalli,,,,Personal & Car related issue,,,170,,0,,,#NAME?,
2024-07-11 01:03:00,1:03:00,CNR3243529045,Success,CID502480,Mini,Padmanabhanagar,Vijayanagar,70.0,100.0,,,No,,385,Cash,6,4.7,3.9,#NAME?,
2024-07-11 02:36:00,2:36:00,CNR6936928908,Success,CID189183,Mini,Hulimavu,Cox Town,294.0,145.0,,,No,,460,Cash,19,3.7,4.0,#NAME?,
2024-07-11 10:39:00,10:39:00,CNR7110942320,Success,CID511230,Bike,Basavanagudi,Rajajinagar,273.0,50.0,,,No,,172,Cash,42,4.0,3.5,#NAME?,
2024-07-29 19:36:00,19:36:00,CNR5862489091,Canceled By Driver,CID584430,Prime Suv,Marathahalli,Hennur,,,,Personal & Car related issue,,,369,,0,,,#NAME?,
2024-07-25 04:15:00,4:15:00,CNR7321725592,Success,CID879008,Prime Plus,Cox Town,Btm Layout,49.0,45.0,,,No,,957,Credit Card,9,4.8,4.3,#NAME?,
2024-07-28 07:43:00,7:43:00,CNR7849718347,Success,CID331377,Bike,Btm Layout,Sarjapur Road,63.0,90.0,,,No,,161,Upi,29,4.7,4.7,#NAME?,
2024-07-10 05:43:00,5:43:00,CNR7192848755,Success,CID520894,Mini,Padmanabhanagar,Chamarajpet,217.0,80.0,,,No,,449,Cash,14,4.8,4.8,#NAME?,
2024-07-19 21:05:00,21:05:00,CNR7890296921,Success,CID551366,Prime Plus,Bannerghatta Road,Kadugodi,301.0,25.0,,,No,,907,Cash,21,4.3,4.3,#NAME?,
2024-07-17 01:50:00,1:50:00,CNR6341156201,Driver Not Found,CID662283,Ebike,Hennur,Bannerghatta Road,,,,,,,348,,0,,,#NAME?,
2024-07-23 20:28:00,20:28:00,CNR3751993347,Success,CID339808,Prime Sedan,Sarjapur Road,Ulsoor,77.0,25.0,,,No,,356,Cash,31,4.1,5.0,#NAME?,
2024-07-11 17:09:00,17:09:00,CNR2863585871,Canceled By Driver,CID926940,Prime Sedan,Frazer Town,Chamarajpet,,,,More than permitted people in there,,,754,,0,,,#NAME?,
2024-07-09 04:22:00,4:22:00,CNR5020328609,Success,CID256717,Auto,Mysore Road,Banashankari,112.0,140.0,,,No,,443,Cash,7,4.0,3.3,#NAME?,
2024-07-26 03:17:00,3:17:00,CNR6368175462,Canceled By Driver,CID898294,Prime Sedan,Mg Road,Kengeri,,,,Customer was coughing/sick,,,425,,0,,,#NAME?,
2024-07-02 11:50:00,11:50:00,CNR6073374236,Success,CID278418,Prime Sedan,Bannerghatta Road,Kengeri,63.0,145.0,,,No,,558,Upi,2,4.4,3.3,#NAME?,
2024-07-18 19:49:00,19:49:00,CNR3706067948,Canceled By Customer,CID690976,Prime Suv,Hebbal,Ramamurthy Nagar,,,Driver asked to cancel,,,,126,,0,,,#NAME?,
2024-07-10 12:49:00,12:49:00,CNR5877891823,Success,CID951192,Bike,Rajarajeshwari Nagar,Shivajinagar,294.0,50.0,,,No,,242,Upi,45,3.6,3.1,#NAME?,
2024-07-13 14:59:00,14:59:00,CNR7617825566,Success,CID726170,Prime Suv,Hebbal,Yeshwanthpur,196.0,25.0,,,No,,267,Cash,36,4.6,3.2,#NAME?,
2024-07-18 00:20:00,0:20:00,CNR5229950762,Canceled By Driver,CID757709,Mini,Ramamurthy Nagar,Rajajinagar,,,,Personal & Car related issue,,,882,,0,,,#NAME?,
2024-07-15 14:31:00,14:31:00,CNR8557853690,Success,CID913733,Prime Plus,Nagarbhavi,Majestic,49.0,60.0,,,No,,817,Cash,17,5.0,3.3,#NAME?,
2024-07-10 12:05:00,12:05:00,CNR2959210819,Canceled By Customer,CID466453,Auto,Chamarajpet,Sarjapur Road,,,Driver is not moving towards pickup location,,,,192,,0,,,#NAME?,
2024-07-03 07:43:00,7:43:00,CNR5007642626,Success,CID636597,Mini,Whitefield,Kr Puram,147.0,45.0,,,No,,104,Upi,3,4.9,3.8,#NAME?,
2024-07-27 16:21:00,16:21:00,CNR4151362962,Success,CID659005,Prime Sedan,Sarjapur Road,Devanahalli,294.0,110.0,,,Yes,Vehicle Breakdown,104,Cash,34,4.6,3.3,#NAME?,
2024-07-17 11:31:00,11:31:00,CNR6975711167,Success,CID384952,Bike,Electronic City,Banashankari,35.0,135.0,,,No,,2959,Cash,49,4.0,3.2,#NAME?,
2024-07-11 09:29:00,9:29:00,CNR6686267850,Success,CID212469,Bike,Hennur,Chamarajpet,126.0,70.0,,,No,,696,Cash,9,3.1,4.9,#NAME?,
2024-07-26 20:39:00,20:39:00,CNR6291097394,Success,CID654252,Prime Sedan,Hosur Road,Mysore Road,287.0,25.0,,,No,,934,Upi,7,4.7,3.8,#NAME?,
2024-07-12 14:16:00,14:16:00,CNR4999358510,Success,CID183599,Auto,Bannerghatta Road,Shantinagar,175.0,90.0,,,No,,1205,Cash,6,4.0,3.9,#NAME?,
2024-07-20 16:36:00,16:36:00,CNR5679157395,Success,CID695667,Prime Suv,Majestic,Hebbal,182.0,40.0,,,No,,433,Upi,8,3.9,4.4,#NAME?,
2024-07-21 08:25:00,8:25:00,CNR5055185978,Success,CID149852,Prime Sedan,Sarjapur Road,Btm Layout,105.0,40.0,,,No,,305,Cash,30,4.6,3.4,#NAME?,
2024-07-07 22:54:00,22:54:00,CNR1336121712,Success,CID858808,Prime Plus,Magadi Road,Padmanabhanagar,119.0,45.0,,,Yes,Vehicle Breakdown,415,Upi,24,3.1,4.1,#NAME?,
2024-07-06 15:28:00,15:28:00,CNR1939110893,Success,CID568820,Prime Suv,Sarjapur Road,Indiranagar,70.0,115.0,,,No,,921,Upi,22,3.4,4.9,#NAME?,
2024-07-23 05:40:00,5:40:00,CNR1349213662,Success,CID693769,Auto,Yeshwanthpur,Whitefield,210.0,135.0,,,No,,344,Cash,15,3.6,4.7,#NAME?,
2024-07-03 06:52:00,6:52:00,CNR7058285881,Success,CID180604,Prime Plus,Frazer Town,Whitefield,168.0,145.0,,,No,,375,Cash,13,4.0,3.1,#NAME?,
2024-07-18 13:24:00,13:24:00,CNR1721938125,Canceled By Driver,CID151690,Auto,Sahakar Nagar,Malleshwaram,,,,Customer related issue,,,172,,0,,,#NAME?,
2024-07-06 03:00:00,3:00:00,CNR5513446260,Success,CID583465,Mini,Koramangala,Ulsoor,252.0,40.0,,,No,,519,Upi,32,3.2,4.8,#NAME?,
2024-07-07 22:05:00,22:05:00,CNR5054900051,Success,CID462068,Auto,Hsr Layout,Hulimavu,35.0,25.0,,,No,,106,Cash,16,3.1,3.9,#NAME?,
2024-07-21 01:18:00,1:18:00,CNR4894350601,Success,CID673594,Auto,Hsr Layout,Chickpet,49.0,110.0,,,No,,239,Cash,11,3.7,4.9,#NAME?,
2024-07-08 22:00:00,22:00:00,CNR8182554947,Driver Not Found,CID783362,Ebike,Nagarbhavi,Marathahalli,,,,,,,512,,0,,,#NAME?,
2024-07-09 14:13:00,14:13:00,CNR7342690568,Success,CID743195,Ebike,Peenya,Langford Town,91.0,70.0,,,No,,408,Upi,13,4.0,3.6,#NAME?,
2024-07-29 20:27:00,20:27:00,CNR3775922700,Canceled By Driver,CID183928,Ebike,Mysore Road,Hebbal,,,,Customer related issue,,,122,,0,,,#NAME?,
2024-07-28 14:27:00,14:27:00,CNR6878689002,Success,CID973538,Auto,Rajarajeshwari Nagar,Hebbal,140.0,60.0,,,No,,226,Cash,11,4.0,3.3,#NAME?,
2024-07-01 07:19:00,7:19:00,CNR9260570071,Driver Not Found,CID681362,Ebike,Hsr Layout,Kammanahalli,,,,,,,1447,,0,,,#NAME?,
2024-07-18 07:52:00,7:52:00,CNR5670521311,Success,CID855192,Auto,Hulimavu,Rt Nagar,91.0,45.0,,,No,,2693,Upi,17,4.7,4.0,#NAME?,
2024-07-16 13:39:00,13:39:00,CNR1568412559,Success,CID741934,Ebike,Majestic,Kadugodi,266.0,125.0,,,No,,710,Cash,19,4.3,4.3,#NAME?,
2024-07-28 03:19:00,3:19:00,CNR1970008780,Canceled By Driver,CID509887,Prime Suv,Basavanagudi,Hennur,,,,Customer related issue,,,223,,0,,,#NAME?,
2024-07-05 15:02:00,15:02:00,CNR4035650388,Canceled By Driver,CID211803,Ebike,Jayanagar,Jp Nagar,,,,Personal & Car related issue,,,454,,0,,,#NAME?,
2024-07-14 13:38:00,13:38:00,CNR1057603341,Success,CID710308,Auto,Devanahalli,Hennur,84.0,110.0,,,No,,210,Upi,7,3.5,3.9,#NAME?,
2024-07-09 04:26:00,4:26:00,CNR8469609801,Canceled By Driver,CID840583,Bike,Ramamurthy Nagar,Yeshwanthpur,,,,Personal & Car related issue,,,2914,,0,,,#NAME?,
2024-07-30 20:23:00,20:23:00,CNR5096653518,Success,CID300221,Bike,Kengeri,Bellandur,35.0,50.0,,,No,,233,Cash,49,3.5,3.3,#NAME?,
2024-07-07 21:53:00,21:53:00,CNR5552215261,Canceled By Driver,CID959916,Prime Suv,Indiranagar,Whitefield,,,,Personal & Car related issue,,,736,,0,,,#NAME?,
2024-07-02 16:15:00,16:15:00,CNR2419853484,Success,CID284220,Prime Plus,Rt Nagar,Mysore Road,91.0,40.0,,,No,,851,Upi,49,4.4,3.5,#NAME?,
2024-07-12 06:27:00,6:27:00,CNR2922041929,Canceled By Driver,CID363744,Prime Sedan,Chickpet,Hennur,,,,Personal & Car related issue,,,121,,0,,,#NAME?,
2024-07-29 22:59:00,22:59:00,CNR6083325983,Canceled By Customer,CID555385,Prime Suv,Ramamurthy Nagar,Indiranagar,,,Driver is not moving towards pickup location,,,,869,,0,,,#NAME?,
2024-07-12 12:16:00,12:16:00,CNR7713197366,Success,CID115196,Prime Suv,Mg Road,Rt Nagar,70.0,65.0,,,No,,307,Upi,15,4.6,4.6,#NAME?,
2024-07-07 01:57:00,1:57:00,CNR9649352711,Success,CID932696,Auto,Chickpet,Yeshwanthpur,231.0,90.0,,,No,,256,Upi,16,3.8,3.7,#NAME?,
2024-07-11 04:10:00,4:10:00,CNR2527895867,Success,CID963545,Ebike,Whitefield,Vijayanagar,273.0,65.0,,,No,,163,Credit Card,49,4.2,3.6,#NAME?,
2024-07-22 08:56:00,8:56:00,CNR8364233070,Success,CID363333,Bike,Jp Nagar,Ramamurthy Nagar,203.0,105.0,,,Yes,Customer Demand,456,Cash,13,4.3,4.0,#NAME?,
2024-07-24 20:33:00,20:33:00,CNR8219845742,Success,CID291300,Prime Suv,Shantinagar,Padmanabhanagar,280.0,130.0,,,No,,124,Cash,9,4.8,4.6,#NAME?,
2024-07-12 16:14:00,16:14:00,CNR3429234161,Success,CID232965,Auto,Hennur,Rajarajeshwari Nagar,147.0,120.0,,,No,,125,Cash,12,3.1,3.8,#NAME?,
2024-07-17 12:40:00,12:40:00,CNR1055750005,Driver Not Found,CID336114,Bike,Devanahalli,Jayanagar,,,,,,,285,,0,,,#NAME?,
2024-07-24 03:58:00,3:58:00,CNR6942947631,Success,CID309238,Mini,Kadugodi,Jp Nagar,161.0,90.0,,,No,,786,Cash,29,4.7,4.2,#NAME?,
2024-07-01 17:52:00,17:52:00,CNR3717615082,Success,CID549503,Mini,Basavanagudi,Yeshwanthpur,112.0,120.0,,,No,,208,Cash,27,3.8,4.1,#NAME?,
2024-07-30 16:29:00,16:29:00,CNR7633615180,Canceled By Driver,CID226856,Auto,Rajarajeshwari Nagar,Langford Town,,,,Customer was coughing/sick,,,320,,0,,,#NAME?,
2024-07-05 11:15:00,11:15:00,CNR6216055901,Success,CID380535,Bike,Shantinagar,Chamarajpet,182.0,85.0,,,No,,2047,Upi,37,3.5,4.7,#NAME?,
2024-07-12 17:35:00,17:35:00,CNR1462378973,Success,CID553629,Prime Plus,Peenya,Kengeri,245.0,135.0,,,No,,471,Cash,26,4.9,4.4,#NAME?,
2024-07-19 06:37:00,6:37:00,CNR1359774543,Success,CID362414,Auto,Ulsoor,Hebbal,77.0,105.0,,,No,,326,Cash,2,3.9,3.3,#NAME?,
2024-07-21 20:02:00,20:02:00,CNR9783164551,Canceled By Driver,CID893154,Prime Suv,Nagarbhavi,Mg Road,,,,Customer related issue,,,268,,0,,,#NAME?,
2024-07-12 01:11:00,1:11:00,CNR1463245086,Success,CID515575,Auto,Varthur,Hosur Road,98.0,120.0,,,No,,166,Cash,12,4.7,4.5,#NAME?,
2024-07-27 09:32:00,9:32:00,CNR4960250500,Success,CID430247,Prime Sedan,Varthur,Jayanagar,49.0,120.0,,,No,,208,Cash,33,4.0,4.6,#NAME?,
2024-07-18 07:48:00,7:48:00,CNR9893681647,Canceled By Customer,CID225340,Mini,Malleshwaram,Koramangala,,,Driver asked to cancel,,,,2030,,0,,,#NAME?,
2024-07-29 14:00:00,14:00:00,CNR4494610102,Success,CID192129,Prime Sedan,Ramamurthy Nagar,Tumkur Road,287.0,90.0,,,No,,205,Upi,40,4.7,4.6,#NAME?,
2024-07-21 09:05:00,9:05:00,CNR6966038145,Canceled By Driver,CID339303,Prime Plus,Malleshwaram,Marathahalli,,,,Customer was coughing/sick,,,118,,0,,,#NAME?,
2024-07-06 06:51:00,6:51:00,CNR8270348750,Success,CID551112,Mini,Electronic City,Sarjapur Road,70.0,55.0,,,No,,2456,Upi,9,4.8,3.8,#NAME?,
2024-07-28 20:22:00,20:22:00,CNR5576505999,Success,CID247244,Prime Suv,Sarjapur Road,Ramamurthy Nagar,196.0,35.0,,,No,,304,Upi,42,4.3,3.3,#NAME?,
2024-07-24 21:06:00,21:06:00,CNR8961902697,Success,CID711424,Ebike,Hsr Layout,Jp Nagar,42.0,80.0,,,Yes,Customer Demand,487,Upi,31,4.9,4.4,#NAME?,
2024-07-04 14:36:00,14:36:00,CNR6448570562,Success,CID239196,Auto,Majestic,Peenya,91.0,45.0,,,No,,211,Upi,5,4.2,3.9,#NAME?,
2024-07-26 04:38:00,4:38:00,CNR3555437259,Driver Not Found,CID246544,Prime Suv,Majestic,Koramangala,,,,,,,218,,0,,,#NAME?,
2024-07-18 23:55:00,23:55:00,CNR9501656105,Success,CID630533,Auto,Nagarbhavi,Hsr Layout,154.0,25.0,,,No,,554,Cash,14,3.4,3.1,#NAME?,
2024-07-05 01:49:00,1:49:00,CNR5610688312,Driver Not Found,CID831009,Prime Suv,Kammanahalli,Bellandur,,,,,,,2755,,0,,,#NAME?,
2024-07-27 15:54:00,15:54:00,CNR5547698113,Success,CID811231,Prime Plus,Mg Road,Whitefield,175.0,60.0,,,No,,831,Cash,10,3.3,4.5,#NAME?,
2024-07-25 11:33:00,11:33:00,CNR6227763125,Driver Not Found,CID888883,Bike,Langford Town,Richmond Town,,,,,,,195,,0,,,#NAME?,
2024-07-18 20:37:00,20:37:00,CNR2562034569,Canceled By Driver,CID202724,Prime Sedan,Tumkur Road,Sarjapur Road,,,,Customer was coughing/sick,,,157,,0,,,#NAME?,
2024-07-07 17:21:00,17:21:00,CNR2278304991,Canceled By Customer,CID291457,Prime Plus,Hsr Layout,Shantinagar,,,Driver is not moving towards pickup location,,,,377,,0,,,#NAME?,
2024-07-13 13:55:00,13:55:00,CNR4517229806,Success,CID849507,Mini,Electronic City,Richmond Town,224.0,140.0,,,No,,407,Cash,8,4.9,3.3,#NAME?,
2024-07-10 06:27:00,6:27:00,CNR7570068253,Success,CID902730,Prime Plus,Btm Layout,Shantinagar,140.0,80.0,,,No,,446,Cash,19,4.3,4.3,#NAME?,
2024-07-26 01:13:00,1:13:00,CNR4708737343,Canceled By Driver,CID896106,Bike,Sarjapur Road,Btm Layout,,,,Personal & Car related issue,,,456,,0,,,#NAME?,
2024-07-27 06:21:00,6:21:00,CNR9895887673,Success,CID759931,Prime Sedan,Malleshwaram,Hebbal,77.0,55.0,,,No,,2167,Cash,6,4.4,3.8,#NAME?,
2024-07-05 16:00:00,16:00:00,CNR7551375384,Success,CID381394,Prime Sedan,Ulsoor,Rajajinagar,231.0,25.0,,,No,,120,Upi,32,3.1,3.4,#NAME?,
2024-07-29 09:25:00,9:25:00,CNR4758490593,Success,CID835989,Bike,Devanahalli,Chamarajpet,245.0,120.0,,,Yes,Vehicle Breakdown,256,Upi,36,3.8,3.5,#NAME?,
2024-07-28 12:38:00,12:38:00,CNR2653367578,Driver Not Found,CID949130,Prime Suv,Devanahalli,Rajajinagar,,,,,,,634,,0,,,#NAME?,
2024-07-12 10:24:00,10:24:00,CNR4928182018,Canceled By Driver,CID919969,Prime Sedan,Yeshwanthpur,Hulimavu,,,,Personal & Car related issue,,,512,,0,,,#NAME?,
2024-07-29 10:54:00,10:54:00,CNR4876684089,Success,CID543568,Bike,Electronic City,Nagarbhavi,49.0,50.0,,,No,,431,Cash,23,4.0,3.6,#NAME?,
2024-07-26 03:44:00,3:44:00,CNR3618852886,Success,CID146592,Ebike,Ramamurthy Nagar,Malleshwaram,259.0,100.0,,,No,,597,Cash,32,3.8,4.4,#NAME?,
2024-07-24 16:17:00,16:17:00,CNR1490750220,Canceled By Driver,CID983943,Prime Plus,Rt Nagar,Hennur,,,,Customer was coughing/sick,,,250,,0,,,#NAME?,
2024-07-15 21:06:00,21:06:00,CNR4096066407,Success,CID103161,Auto,Btm Layout,Rt Nagar,154.0,105.0,,,No,,344,Cash,19,4.4,4.4,#NAME?,
2024-07-29 12:11:00,12:11:00,CNR1653140972,Canceled By Customer,CID797747,Mini,Kengeri,Vijayanagar,,,Driver is not moving towards pickup location,,,,292,,0,,,#NAME?,
2024-07-07 02:29:00,2:29:00,CNR2256576201,Success,CID401829,Mini,Cox Town,Hebbal,133.0,70.0,,,No,,467,Cash,42,4.4,4.6,#NAME?,
2024-07-19 23:21:00,23:21:00,CNR9209421238,Canceled By Customer,CID218504,Prime Plus,Tumkur Road,Majestic,,,Driver is not moving towards pickup location,,,,200,,0,,,#NAME?,
